,victim_name,victim_race,victim_gender,lynch_date,year,lynch_location,source,latitude,longitude,search_url
4600,richard anderson,black,male,1/28/16,1916,"marion county, florida",tolnay-beck,29.2182454,-82.0626948,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1916&date2=1917&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=richard+anderson&andtext=&dateFilterType=yearRange&page=1&sort=date
4601,joseph black,black,male,4/5/16,1916,"lizzie, greene county, north carolina",tolnay-beck,35.5065503,-77.616917,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1916&date2=1917&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=joseph+black&andtext=&dateFilterType=yearRange&page=1&sort=date
4602,john dykes,white,male,4/16/16,1916," vernon, washington county, florida",tolnay-beck,30.6229702,-85.7121531,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1916&date2=1917&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=john+dykes&andtext=&dateFilterType=yearRange&page=1&sort=date
4603,jeff brown,black,male,3/18/16,1916,"cedar bluff, clay county, mississippi",tolnay-beck,33.5867866,-88.8322762,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1916&date2=1917&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=jeff+brown&andtext=&dateFilterType=yearRange&page=1&sort=date
4604,william whitley,black,male,3/6/16,1916,"lebanon, wilson county, tennessee",tolnay-beck,36.2079779,-86.2910945,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1916&date2=1917&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=william+whitley&andtext=&dateFilterType=yearRange&page=1&sort=date
4605,jesse mccorkle,black,male,2/25/16,1916,"cartersville, bartow county, georgia",tolnay-beck,34.1652304,-84.7997613,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1916&date2=1917&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=jesse+mccorkle&andtext=&dateFilterType=yearRange&page=1&sort=date
4606,marvin harris,black,male,2/12/16,1916,"twiggs county, georgia",tolnay-beck,32.6467914,-83.4351636,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1916&date2=1917&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=marvin+harris&andtext=&dateFilterType=yearRange&page=1&sort=date
4607,william j mayfield,white,male,1/25/16,1916,"boston, bowie county, texas",tolnay-beck,33.4415086,-94.4196452,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1916&date2=1917&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=william+j+mayfield&andtext=&dateFilterType=yearRange&page=1&sort=date
4608,john richards,black,male,1/12/16,1916,"goldsboro, wayne county, north carolina",tolnay-beck,35.3848841,-77.9927651,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1916&date2=1917&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=john+richards&andtext=&dateFilterType=yearRange&page=1&sort=date
4609,major lake,black,male,1/20/16,1916,"starkville, lee county, georgia",tolnay-beck,,,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1916&date2=1917&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=major+lake&andtext=&dateFilterType=yearRange&page=1&sort=date
4610,john seymour,black,male,1/20/16,1916,"starkville, lee county, georgia",tolnay-beck,,,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1916&date2=1917&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=john+seymour&andtext=&dateFilterType=yearRange&page=1&sort=date
4611,felix lake,black,male,1/20/16,1916,"starkville, lee county, georgia",tolnay-beck,,,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1916&date2=1917&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=felix+lake&andtext=&dateFilterType=yearRange&page=1&sort=date
4612,dewey lake,black,male,1/20/16,1916,"starkville, lee county, georgia",tolnay-beck,,,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1916&date2=1917&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=dewey+lake&andtext=&dateFilterType=yearRange&page=1&sort=date
4613,will warren,black,male,1/15/16,1916,"buckville, montgomery county, arkansas",tolnay-beck,,,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1916&date2=1917&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=will+warren&andtext=&dateFilterType=yearRange&page=1&sort=date
4614,thomas dickson,black,male,5/5/16,1916,"hempstead, waller county, texas",tolnay-beck,30.0929491,-96.0806548,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1916&date2=1917&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=thomas+dickson&andtext=&dateFilterType=yearRange&page=1&sort=date
4615,lacy chandler,black,male,4/3/16,1916,"st. charles, st. charles county, missouri",seguin-rigby,38.783855,-90.481677,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1916&date2=1917&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=lacy+chandler&andtext=&dateFilterType=yearRange&page=1&sort=date
4616,paulo boleta,white,male,12/14/16,1916,"greenwich, new york county, new york",seguin-rigby,40.7319802,-73.9965658,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1916&date2=1917&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=paulo+boleta&andtext=&dateFilterType=yearRange&page=1&sort=date
4617,richard burton,black,male,1/25/16,1916,"sumter county, alabama",tolnay-beck,32.5234698,-88.1837986,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1916&date2=1917&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=richard+burton&andtext=&dateFilterType=yearRange&page=1&sort=date
4618,curtis bayles,white,male,5/11/16,1916,"mercedes, hidalgo county, texas",tolnay-beck,26.1497977,-97.9136112,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1916&date2=1917&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=curtis+bayles&andtext=&dateFilterType=yearRange&page=1&sort=date
4619,jesse washington,black,male,5/15/16,1916,"waco, mclennan county, texas",tolnay-beck,31.5491899,-97.1474628,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1916&date2=1917&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=jesse+washington&andtext=&dateFilterType=yearRange&page=1&sort=date
4620,fm gilmore,black,male,5/26/16,1916,"prescott, nevada county, arkansas",tolnay-beck,33.8026107,-93.3810057,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1916&date2=1917&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=fm+gilmore&andtext=&dateFilterType=yearRange&page=1&sort=date
4621,buck thomas,black,male,11/28/16,1916,"clarksville, red river county, texas",tolnay-beck,33.6105525,-95.0529374,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1916&date2=1917&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=buck+thomas&andtext=&dateFilterType=yearRange&page=1&sort=date
4622,james grant,black,male,11/15/16,1916,"melville, st. landry parish, louisiana",tolnay-beck,30.6929653,-91.744004,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1916&date2=1917&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=james+grant&andtext=&dateFilterType=yearRange&page=1&sort=date
4623,joseph johnson,black,male,11/5/16,1916,"bay city, matagorda county, texas",tolnay-beck,28.9827565,-95.969402,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1916&date2=1917&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=joseph+johnson&andtext=&dateFilterType=yearRange&page=1&sort=date
4624,anthony crawford,black,male,10/21/16,1916,"abbeville, abbeville county, south carolina",tolnay-beck,34.1779495,-82.3792463,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1916&date2=1917&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=anthony+crawford&andtext=&dateFilterType=yearRange&page=1&sort=date
4625,luther durrett,black,male,10/16/16,1916,"paducah, mccracken county, kentucky",tolnay-beck,37.0833893,-88.6000478,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1916&date2=1917&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=luther+durrett&andtext=&dateFilterType=yearRange&page=1&sort=date
4626,brack kinley,black,male,10/16/16,1916,"paducah, mccracken county, kentucky",tolnay-beck,37.0833893,-88.6000478,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1916&date2=1917&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=brack+kinley&andtext=&dateFilterType=yearRange&page=1&sort=date
4627,frank dodd,black,male,10/8/16,1916,"dewitt, arkansas county, arkansas",tolnay-beck,34.28497335,-91.33706731835149,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1916&date2=1917&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=frank+dodd&andtext=&dateFilterType=yearRange&page=1&sort=date
4628,charlie smith,black,male,10/7/16,1916,"sandersville, washington county, georgia",tolnay-beck,32.9832812,-82.8116031,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1916&date2=1917&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=charlie+smith&andtext=&dateFilterType=yearRange&page=1&sort=date
4629,william spencer,black,male,10/4/16,1916,"graceton, upshur county, texas",tolnay-beck,32.7145828,-94.7890999,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1916&date2=1917&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=william+spencer&andtext=&dateFilterType=yearRange&page=1&sort=date
4630,mary conley,black,female,10/3/16,1916,"leary, calhoun county, georgia",tolnay-beck,31.4857679,-84.5136768,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1916&date2=1917&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=mary+conley&andtext=&dateFilterType=yearRange&page=1&sort=date
4631,allen nance,black,male,10/3/16,1916,"schlater, leflore county, mississippi",tolnay-beck,33.6408584,-90.3481671,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1916&date2=1917&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=allen+nance&andtext=&dateFilterType=yearRange&page=1&sort=date
4632,wiley tedwell,black,male,9/28/16,1916,"hohenwald, lewis county, tennessee",tolnay-beck,35.5478514,-87.5519629,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1916&date2=1917&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=wiley+tedwell&andtext=&dateFilterType=yearRange&page=1&sort=date
4633,manuel carter,black,male,9/28/16,1916,"hohenwald, lewis county, tennessee",tolnay-beck,35.5478514,-87.5519629,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1916&date2=1917&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=manuel+carter&andtext=&dateFilterType=yearRange&page=1&sort=date
4634,moxie shuler,black,male,9/27/16,1916,"bainbridge, decatur county, georgia",tolnay-beck,30.9038252,-84.5754768,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1916&date2=1917&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=moxie+shuler&andtext=&dateFilterType=yearRange&page=1&sort=date
4635,jane hudson,black,female,9/23/16,1916,"calhoun county, georgia",tolnay-beck,31.5311784,-84.614328,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1916&date2=1917&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=jane+hudson&andtext=&dateFilterType=yearRange&page=1&sort=date
4636,peter hudson,black,male,9/20/16,1916,"lumpkin, randolph county, georgia",tolnay-beck,31.891172721860436,-84.73721251221282,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1916&date2=1917&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=peter+hudson&andtext=&dateFilterType=yearRange&page=1&sort=date
4637,henry white,black,male,9/20/16,1916,"durham mines, walker county, georgia",tolnay-beck,,,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1916&date2=1917&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=henry+white&andtext=&dateFilterType=yearRange&page=1&sort=date
4638,elijah sturgis,black,male,9/20/16,1916,"randolph county, georgia",tolnay-beck,31.7620266,-84.7468429,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1916&date2=1917&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=elijah+sturgis&andtext=&dateFilterType=yearRange&page=1&sort=date
4639,jesse hammett,black,male,8/26/16,1916,"vivian, caddo parish, louisiana",tolnay-beck,32.8720384,-93.9855698,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1916&date2=1917&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=jesse+hammett&andtext=&dateFilterType=yearRange&page=1&sort=date
4640,stella young,black,female,8/19/16,1916,"newberry, alachua county, florida",tolnay-beck,29.6463535,-82.6065023,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1916&date2=1917&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=stella+young&andtext=&dateFilterType=yearRange&page=1&sort=date
4641,mary dennis,black,female,8/19/16,1916,"newberry, alachua county, florida",tolnay-beck,29.6463535,-82.6065023,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1916&date2=1917&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=mary+dennis&andtext=&dateFilterType=yearRange&page=1&sort=date
4642,josh baskins,black,male,8/19/16,1916,"newberry, alachua county, florida",tolnay-beck,29.6463535,-82.6065023,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1916&date2=1917&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=josh+baskins&andtext=&dateFilterType=yearRange&page=1&sort=date
4643,edward lang,black,male,8/19/16,1916,"rice, navarro county, texas",tolnay-beck,32.2437586,-96.4985967,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1916&date2=1917&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=edward+lang&andtext=&dateFilterType=yearRange&page=1&sort=date
4644,bert dennis,black,male,8/19/16,1916,"newberry, alachua county, florida",tolnay-beck,29.6463535,-82.6065023,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1916&date2=1917&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=bert+dennis&andtext=&dateFilterType=yearRange&page=1&sort=date
4645,andrew mchenry,black,male,8/19/16,1916,"newberry, alachua county, florida",tolnay-beck,29.6463535,-82.6065023,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1916&date2=1917&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=andrew+mchenry&andtext=&dateFilterType=yearRange&page=1&sort=date
4646,stephen brown,black,male,8/6/16,1916,"seymour, baylor county, texas",tolnay-beck,33.5942438,-99.2603073,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1916&date2=1917&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=stephen+brown&andtext=&dateFilterType=yearRange&page=1&sort=date
4647,lazarus rouse,black,male,8/1/16,1916,"liddell, lenoir county, north carolina",tolnay-beck,35.174608,-77.8127569,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1916&date2=1917&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=lazarus+rouse&andtext=&dateFilterType=yearRange&page=1&sort=date
4648,sam meeks,black,male,7/1/16,1916,"pickensville, pickens county, alabama",tolnay-beck,33.227345,-88.2664225,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1916&date2=1917&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=sam+meeks&andtext=&dateFilterType=yearRange&page=1&sort=date
4649,geronimo larma,white,male,6/20/16,1916,"brownwood, brown county, texas",tolnay-beck,31.7070026,-98.9831022,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1916&date2=1917&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=geronimo+larma&andtext=&dateFilterType=yearRange&page=1&sort=date
4650,oscar martin,black,male,4/3/16,1916,"idabel, mccurtain county, oklahoma",seguin-rigby,33.8956647,-94.8263281,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1916&date2=1917&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=oscar+martin&andtext=&dateFilterType=yearRange&page=1&sort=date
4651,carl dudley,black,male,4/9/16,1916,"lawton, comanche county, oklahoma",seguin-rigby,34.6086854,-98.3903305,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1916&date2=1917&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=carl+dudley&andtext=&dateFilterType=yearRange&page=1&sort=date
4652,frank lake,black,male,1/20/16,1916,"starkville, lee county, georgia",tolnay-beck,,,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1916&date2=1917&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=frank+lake&andtext=&dateFilterType=yearRange&page=1&sort=date
4653,sunny powell,black,male,9/29/16,1916,"nowata, nowata county, oklahoma",seguin-rigby,36.700645,-95.6380341,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1916&date2=1917&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=sunny+powell&andtext=&dateFilterType=yearRange&page=1&sort=date
4654,ed lang,black,male,8/19/16,1916,"rico, navarro county, texas",seguin-rigby,,,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1916&date2=1917&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=ed+lang&andtext=&dateFilterType=yearRange&page=1&sort=date
4655,joe johnson,black,male,11/5/16,1916,"bay city, matagorda county, texas",seguin-rigby,28.9827565,-95.969402,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1916&date2=1917&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=joe+johnson&andtext=&dateFilterType=yearRange&page=1&sort=date
4656,mark foreman,black,male,9/29/16,1916,"nowata, nowata county, oklahoma",seguin-rigby,36.700645,-95.6380341,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1916&date2=1917&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=mark+foreman&andtext=&dateFilterType=yearRange&page=1&sort=date
4657,poe hibbler,black,male,7/16/17,1917,"carrollton, pickens county, alabama",tolnay-beck,33.2617871,-88.0950263,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1917&date2=1918&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=poe+hibbler&andtext=&dateFilterType=yearRange&page=1&sort=date
4658,sam powell,black,male,7/24/17,1917,"hayneville, lowndes county, alabama",tolnay-beck,32.1840315,-86.5802533,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1917&date2=1918&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=sam+powell&andtext=&dateFilterType=yearRange&page=1&sort=date
4659,william powell,black,male,7/24/17,1917,"hayneville, lowndes county, alabama",tolnay-beck,32.1840315,-86.5802533,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1917&date2=1918&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=william+powell&andtext=&dateFilterType=yearRange&page=1&sort=date
4660,daniel rout,black,male,7/29/17,1917,"amite city, tangipahoa parish, louisiana",tolnay-beck,30.7265747,-90.5089815,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1917&date2=1918&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=daniel+rout&andtext=&dateFilterType=yearRange&page=1&sort=date
4661,aaron jimerson,black,male,8/8/17,1917,"foreman, little river county, arkansas",tolnay-beck,33.7218256,-94.39562,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1917&date2=1918&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=aaron+jimerson&andtext=&dateFilterType=yearRange&page=1&sort=date
4662,andrew avery,black,male,7/30/17,1917,"garland city, miller county, arkansas",tolnay-beck,33.3596803,-93.7098502,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1917&date2=1918&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=andrew+avery&andtext=&dateFilterType=yearRange&page=1&sort=date
4663,marcel ruffin,black,male,7/1/17,1917,"garyville, st. john the baptist parish, louisiana",tolnay-beck,30.0701655,-90.63015482387709,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1917&date2=1918&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=marcel+ruffin&andtext=&dateFilterType=yearRange&page=1&sort=date
4664,william page,black,male,8/15/17,1917,"lillian, northumberland county, virginia",tolnay-beck,37.86176851796242,-76.29965086741227,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1917&date2=1918&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=william+page&andtext=&dateFilterType=yearRange&page=1&sort=date
4665,lawrence shepard,black,male,8/17/17,1917,"memphis, shelby county, tennessee",tolnay-beck,35.1460249,-90.0517638,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1917&date2=1918&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=lawrence+shepard&andtext=&dateFilterType=yearRange&page=1&sort=date
4666,jerry rout,black,male,7/29/17,1917,"amite city, tangipahoa parish, louisiana",tolnay-beck,30.7265747,-90.5089815,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1917&date2=1918&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=jerry+rout&andtext=&dateFilterType=yearRange&page=1&sort=date
4667,henry sawyer,black,male,6/25/17,1917,"galveston, galveston county, texas",tolnay-beck,29.3056996,-94.7933252,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1917&date2=1918&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=henry+sawyer&andtext=&dateFilterType=yearRange&page=1&sort=date
4668,van haynes,black,male,6/2/17,1917,"hub, marion county, mississippi",tolnay-beck,31.1454579,-89.7500763,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1917&date2=1918&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=van+haynes&andtext=&dateFilterType=yearRange&page=1&sort=date
4669,elijah hayes,black,male,6/23/17,1917,"riesel, mclennan county, texas",tolnay-beck,31.4748811,-96.9243288,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1917&date2=1918&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=elijah+hayes&andtext=&dateFilterType=yearRange&page=1&sort=date
4670,benjamin harper,black,male,6/22/17,1917,"courtney, grimes county, texas",tolnay-beck,30.267461,-96.0643238,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1917&date2=1918&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=benjamin+harper&andtext=&dateFilterType=yearRange&page=1&sort=date
4671,charles jones,black,male,8/22/17,1917,"elysian fields, harrison county, texas",tolnay-beck,32.3699213,-94.1832477,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1917&date2=1918&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=charles+jones&andtext=&dateFilterType=yearRange&page=1&sort=date
4672,eli persons,black,male,5/22/17,1917,"raleigh springs, shelby county, tennessee",tolnay-beck,,,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1917&date2=1918&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=eli+persons&andtext=&dateFilterType=yearRange&page=1&sort=date
4673,lawrence dempsey,black,male,5/20/17,1917,"fulton, fulton county, kentucky",tolnay-beck,36.5056054,-88.8752157,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1917&date2=1918&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=lawrence+dempsey&andtext=&dateFilterType=yearRange&page=1&sort=date
4674,joe nowling,black,male,3/28/17,1917,"cotton, mitchell county, georgia",tolnay-beck,31.1622951,-84.06524911150686,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1917&date2=1918&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=joe+nowling&andtext=&dateFilterType=yearRange&page=1&sort=date
4675,william thomas,black,male,3/19/17,1917,"halls, lauderdale county, tennessee",tolnay-beck,35.8756298,-89.3961835,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1917&date2=1918&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=william+thomas&andtext=&dateFilterType=yearRange&page=1&sort=date
4676,kenlaw mclennan,black,male,3/1/17,1917,"thomas county, georgia",tolnay-beck,30.8668623,-83.9460576,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1917&date2=1918&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=kenlaw+mclennan&andtext=&dateFilterType=yearRange&page=1&sort=date
4677,emma hooper,black,female,2/28/17,1917,"amite city, tangipahoa parish, louisiana",tolnay-beck,30.7265747,-90.5089815,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1917&date2=1918&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=emma+hooper&andtext=&dateFilterType=yearRange&page=1&sort=date
4678,james smith,black,male,2/8/17,1917,"proctor, crittenden county, arkansas",tolnay-beck,35.0950918,-90.3734326,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1917&date2=1918&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=james+smith&andtext=&dateFilterType=yearRange&page=1&sort=date
4679,shepherd trent,black,male,6/24/17,1917,"cleveland, desoto county, florida",tolnay-beck,,,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1917&date2=1918&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=shepherd+trent&andtext=&dateFilterType=yearRange&page=1&sort=date
4680,watson t sims,black,male,8/23/17,1917,"york, york county, south carolina",tolnay-beck,34.9940654,-81.2421403,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1917&date2=1918&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=watson+t+sims&andtext=&dateFilterType=yearRange&page=1&sort=date
